year,week,sex,county_name,county_id,imported,age_group,case_number
2005,37,F,Kaohsiung City,64000,0,5~9,1
2005,37,M,Kaohsiung City (former),64000,0,65~69,1
2005,37,M,Tainan City,67000,0,55~59,1
2005,37,M,Taoyuan City,68000,1,30~34,1
2005,37,F,Taoyuan City,68000,1,20~24,1
2005,38,M,Taipei City,63000,1,40~44,1
2005,38,M,Kaohsiung City,64000,0,30~34,1
2005,38,F,Kaohsiung City,64000,0,35~39,1
2005,38,M,Kaohsiung City,64000,0,35~39,1
2005,38,F,Kaohsiung City,64000,0,40~44,1
2005,38,F,Kaohsiung City,64000,0,55~59,1
2005,38,M,Taichung City,66000,1,40~44,1
2005,38,M,Taoyuan City,68000,1,20~24,1
2005,38,M,Taoyuan City,68000,1,20~24,1
2005,39,M,Hualien County,10015,1,20~24,1
2005,39,M,Kaohsiung City,64000,0,20~24,1
2005,39,M,Kaohsiung City,64000,0,50~54,1
2005,39,M,Kaohsiung City (former),64000,0,30~34,1
2005,39,M,Kaohsiung City,64000,0,40~44,2
2005,39,F,Kaohsiung City,64000,0,5~9,2
2005,39,F,Kaohsiung City,64000,0,60~64,1
2005,39,M,Kaohsiung City,64000,0,65~69,1
2005,39,M,New Taipei City,65000,1,50~54,1
2005,39,F,Taichung City,66000,1,30~34,1
2005,40,F,Kaohsiung City,64000,0,45~49,1
2005,40,M,Kaohsiung City,64000,0,25~29,1
2005,40,F,Kaohsiung City,64000,1,50~54,1
2005,41,M,Kinmen County,9020,1,45~49,1
2005,41,M,Pingtung County,10013,1,40~44,1
2005,41,M,Taitung County,10014,1,35~39,1
2005,41,F,Taipei City,63000,1,30~34,1
2005,41,F,Kaohsiung City,64000,0,45~49,1
2005,41,F,Kaohsiung City (former),64000,0,10~14,1
2005,41,M,Kaohsiung City,64000,0,15~19,1
2005,41,M,Kaohsiung City,64000,0,35~39,1
2005,41,F,Kaohsiung City,64000,0,55~59,1
2005,41,M,Kaohsiung City,64000,0,15~19,1
2005,41,F,New Taipei City,65000,1,20~24,1
2005,42,M,Kaohsiung City,64000,0,25~29,1
2005,42,M,Kaohsiung City,64000,0,45~49,1
2005,42,M,Kaohsiung City,64000,1,30~34,1
2005,42,F,Tainan City,67000,0,65~69,2
2005,42,F,Tainan City,67000,0,70+,1
2005,42,F,Tainan City,67000,0,50~54,1
2005,43,F,Yunlin County,10009,1,65~69,1
2005,43,F,Pingtung County,10013,0,30~34,1
2005,43,M,Kaohsiung City,64000,1,45~49,1
2005,43,M,Kaohsiung City,64000,0,35~39,1
2005,43,F,Kaohsiung City,64000,0,55~59,1
2005,43,F,Kaohsiung City,64000,0,35~39,1
2005,43,M,Kaohsiung City,64000,0,35~39,2
2005,44,M,Kaohsiung City,64000,0,10~14,1
2005,44,M,Kaohsiung City,64000,0,60~64,1
2005,44,M,Kaohsiung City,64000,0,30~34,1
2005,44,F,Kaohsiung City,64000,0,45~49,1
2005,44,M,Kaohsiung City,64000,0,45~49,1
2005,44,F,Kaohsiung City,64000,0,55~59,1
2005,44,M,Kaohsiung City,64000,0,55~59,1
2005,44,M,Kaohsiung City,64000,0,70+,1
2005,44,M,Taichung City,66000,1,35~39,1
2005,44,M,Tainan City,67000,0,40~44,1
2005,44,F,Tainan City,67000,0,50~54,1
2005,44,F,Tainan City,67000,0,60~64,1
2005,44,F,Tainan City,67000,0,50~54,1
2005,45,M,Yilan County,10002,1,50~54,1
2005,45,M,Changhua County,10007,1,30~34,1
2005,45,M,Chiayi County,10010,1,25~29,1
2005,45,M,Taipei City,63000,1,25~29,1
2005,45,F,Taipei City,63000,1,15~19,1
2005,45,F,Kaohsiung City,64000,0,35~39,1
2005,45,M,Kaohsiung City,64000,0,30~34,1
2005,45,F,Kaohsiung City,64000,0,65~69,1
2005,45,M,Kaohsiung City,64000,0,10~14,1
2005,45,M,Kaohsiung City,64000,0,40~44,1
2005,45,F,Kaohsiung City,64000,0,50~54,1
2005,45,F,New Taipei City,65000,1,40~44,1
2005,45,F,Tainan City,67000,0,55~59,1
2005,45,M,Tainan City,67000,0,60~64,1
2005,45,F,Tainan City,67000,0,65~69,3
2005,45,M,Tainan City,67000,0,65~69,1
2005,45,M,Tainan City,67000,0,70+,1
2005,45,M,Tainan City,67000,0,45~49,1
2005,45,F,Tainan City,67000,0,40~44,1
2005,45,M,Taoyuan City,68000,1,30~34,1
2005,45,M,Taoyuan City,68000,1,45~49,1
2005,46,F,Tainan City (former),10021,0,40~44,1
2005,46,F,Kaohsiung City,64000,0,65~69,1
2005,46,M,Kaohsiung City,64000,0,70+,1
2005,46,F,Kaohsiung City,64000,0,65~69,1
2005,46,M,Kaohsiung City,64000,0,70+,2
2005,46,F,Kaohsiung City,64000,0,30~34,1
2005,46,F,Kaohsiung City,64000,0,40~44,1
2005,46,M,Kaohsiung City,64000,0,40~44,1
2005,46,M,Kaohsiung City,64000,0,55~59,1
2005,46,F,Kaohsiung City,64000,0,5~9,1
2005,46,M,New Taipei City,65000,1,30~34,1
2005,46,M,New Taipei City,65000,1,4,1
2005,46,F,Tainan City,67000,0,65~69,1
2005,46,M,Tainan City,67000,0,65~69,1
2005,46,M,Tainan City,67000,0,70+,1
2005,46,M,Tainan City,67000,1,50~54,1
2005,46,M,Taoyuan City,68000,1,30~34,1
2005,47,F,Taipei City,63000,1,30~34,1
2005,47,F,Kaohsiung City,64000,0,15~19,1
2005,47,M,Kaohsiung City,64000,0,15~19,1
2005,47,F,Kaohsiung City,64000,0,25~29,1
2005,47,F,Kaohsiung City,64000,0,35~39,1
2005,47,F,Kaohsiung City,64000,0,40~44,1
2005,47,M,Kaohsiung City,64000,0,40~44,1
2005,47,F,Kaohsiung City,64000,0,45~49,1
2005,47,F,Kaohsiung City,64000,0,60~64,2
2005,47,M,Kaohsiung City,64000,0,60~64,1
2005,47,F,Kaohsiung City,64000,0,30~34,1
2005,47,F,Kaohsiung City,64000,0,50~54,1
2005,47,F,Kaohsiung City,64000,0,55~59,1
2005,47,M,Kaohsiung City,64000,0,5~9,1
2005,47,F,Kaohsiung City,64000,0,65~69,1
2005,47,M,Kaohsiung City,64000,0,45~49,1
2005,47,M,Kaohsiung City,64000,0,25~29,1
2005,47,F,Kaohsiung City,64000,0,40~44,1
2005,47,F,Kaohsiung City,64000,0,55~59,2
2005,47,M,Kaohsiung City,64000,0,55~59,1
2005,47,F,Kaohsiung City,64000,0,70+,1
2005,47,M,Kaohsiung City,64000,0,70+,1
2005,47,M,New Taipei City,65000,1,40~44,1
2005,47,M,Tainan City,67000,0,40~44,1
2005,47,F,Tainan City,67000,0,50~54,1
2005,47,F,Tainan City,67000,0,55~59,1
2005,47,F,Tainan City,67000,0,60~64,1
2005,47,F,Tainan City,67000,0,65~69,1
2005,47,M,Tainan City,67000,1,55~59,1
2005,48,M,Miaoli County,10005,1,60~64,1
2005,48,F,Hualien County,10015,1,30~34,1
2005,48,F,Kaohsiung City,64000,0,10~14,1
2005,48,F,Kaohsiung City,64000,0,15~19,1
2005,48,F,Kaohsiung City,64000,0,25~29,1
2005,48,M,Kaohsiung City,64000,0,35~39,1
2005,48,F,Kaohsiung City,64000,0,40~44,1
2005,48,M,Kaohsiung City,64000,0,55~59,1
2005,48,F,Kaohsiung City,64000,0,70+,1
